query,category,mode,k,temp,label,answer,citations,raw_response,used_citation
"I have a credit, how do I use it?",ambiguous,rag,5,0.0,REFUND,"To use your travel credit, go to aa.com and choose 'Manage trips / Check-in'. Then, select 'View travel credits', enter your last name and confirmation code or 13-digit credit/ticket number, and click 'Find your trip'. Once you've found your trip, copy your Flight Credit or Trip Credit number and proceed to book your new flight. On the payment screen, choose the type of travel credit and follow the steps to apply it to your new booking.","['aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_travel_credit', 'aa_travel_credit', 'aa_travel_credit']","REFUND
To use your travel credit, go to aa.com and choose 'Manage trips / Check-in'. Then, select 'View travel credits', enter your last name and confirmation code or 13-digit credit/ticket number, and click 'Find your trip'. Once you've found your trip, copy your Flight Credit or Trip Credit number and proceed to book your new flight. On the payment screen, choose the type of travel credit and follow the steps to apply it to your new booking.",False
"I have a credit, how do I use it?",ambiguous,rag,5,0.7,REFUND,"To use your travel credit, go to aa.com and choose ‘Manage trips / Check-in’. Then, select ‘View travel credits’, enter your last name and confirmation code or 13-digit credit/ticket number, click the ‘Find your trip’ button, and view your available travel credit and balance. Once you have found your travel credit, copy your flight credit number to use on the payment page during the booking process.","['aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_travel_credit', 'aa_travel_credit', 'aa_travel_credit']","REFUND
To use your travel credit, go to aa.com and choose ‘Manage trips / Check-in’. Then, select ‘View travel credits’, enter your last name and confirmation code or 13-digit credit/ticket number, click the ‘Find your trip’ button, and view your available travel credit and balance. Once you have found your travel credit, copy your flight credit number to use on the payment page during the booking process.",False
"I have a credit, how do I use it?",ambiguous,llm_only,NA,0.0,CREDIT,"To use a credit, simply apply for a refund or exchange at the airline's customer service center. They will guide you through the process to redeem your credit for travel credits or cash back.",NA,"[CREDIT]
To use a credit, simply apply for a refund or exchange at the airline's customer service center. They will guide you through the process to redeem your credit for travel credits or cash back.",NA
"I have a credit, how do I use it?",ambiguous,llm_only,NA,0.7,CREDIT,"To use a credit, simply apply for a refund or exchange at the airport or through the airline's customer service.",NA,"[CREDIT]
To use a credit, simply apply for a refund or exchange at the airport or through the airline's customer service.",NA
What is the policy for sick passengers?,ambiguous,retrieval_only,NA,NA,ABSTAIN,"The retrieved corpus text does not clearly answer this question, so I must abstain.","['aa_force_majeure', 'aa_flight_delays', 'aa_force_majeure', 'aa_flight_delays', 'aa_non_refundable']","[aa_force_majeure] If your physical or mental condition is such that in American's sole opinion, you are rendered or likely to be rendered incapable of comprehending or complying with safety instructions without the assistance of an attendant, American may refuse to transport you. In addition, you may be asked to give up your seat if a government official needs space, for weather conditions requiring reduced aircraft load, or for other conditions beyond our control. Failing to comply We may not let you fly (temporarily or permanently) for any reason, including if you: Don't obey the law Are uncooperative, abusive, harassing, or show the potential to be while on board Pose a risk to safety or security Appear intoxicated or under the influence of drugs Attempt to interfere with the flight crew or refuse to obey instructions Fail to comply with American Airlines rules or policies Need to be removed for your safety or the safety of other passengers or the crew Have a communicable disease or virus, or if we suspect you have a communicable disease or virus Are traveling with an animal that causes a delay or damage to the plane or other passengers You may also be liable for any
[aa_flight_delays] If your physical or mental condition is such that in American's sole opinion, you are rendered or likely to be rendered incapable of comprehending or complying with safety instructions without the assistance of an attendant, American may refuse to transport you. In addition, you may be asked to give up your seat if a government official needs space, for weather conditions requiring reduced aircraft load, or for other conditions beyond our control. Failing to comply We may not let you fly (temporarily or permanently) for any reason, including if you: Don't obey the law Are uncooperative, abusive, harassing, or show the potential to be while on board Pose a risk to safety or security Appear intoxicated or under the influence of drugs Attempt to interfere with the flight crew or refuse to obey instructions Fail to comply with American Airlines rules or policies Need to be removed for your safety or the safety of other passengers or the crew Have a communicable disease or virus, or if we suspect you have a communicable disease or virus Are traveling with an animal that causes a delay or damage to the plane or other passengers You may also be liable for any
[aa_force_majeure] terminal or legal prosecution. To ensure a safe environment for everyone, you must: Allow you and your bags to be searched for explosives, dangerous weapons or banned substances. Show a valid ID. Understand and comply with all safety instructions. Release us from responsibility for any loss, damage or expense if you do not meet the travel document requirements. Behave appropriately and respectfully with other passengers, crew or any American Airlines team member. Postpone your flight if you have a dangerous disease deemed transmissible by a federal public health authority. Be respectful that your odor isn't offensive (unless it's caused by a disability or illness). Dress appropriately; bare feet or offensive clothing aren’t allowed. Not threaten the safety of the flight in any way. Have the right travel documents and be allowed to travel to, from or through any countries in your itinerary. Be able to sit with your seatbelt fastened. If your physical or mental condition is such that in American's sole opinion, you are rendered or likely to be rendered incapable of comprehending or complying with safety instructions without the assistance of an attendant, American may refuse to transport you. In addition, you may be asked to give up
[aa_flight_delays] terminal or legal prosecution. To ensure a safe environment for everyone, you must: Allow you and your bags to be searched for explosives, dangerous weapons or banned substances. Show a valid ID. Understand and comply with all safety instructions. Release us from responsibility for any loss, damage or expense if you do not meet the travel document requirements. Behave appropriately and respectfully with other passengers, crew or any American Airlines team member. Postpone your flight if you have a dangerous disease deemed transmissible by a federal public health authority. Be respectful that your odor isn't offensive (unless it's caused by a disability or illness). Dress appropriately; bare feet or offensive clothing aren’t allowed. Not threaten the safety of the flight in any way. Have the right travel documents and be allowed to travel to, from or through any countries in your itinerary. Be able to sit with your seatbelt fastened. If your physical or mental condition is such that in American's sole opinion, you are rendered or likely to be rendered incapable of comprehending or complying with safety instructions without the assistance of an attendant, American may refuse to transport you. In addition, you may be asked to give up
[aa_non_refundable] damage or even death) Spreads through close contact or shared surfaces For example, while the common cold spreads easily, it doesn't cause serious health issues and wouldn't qualify. Requirements Doctor's advice You need a doctor’s certificate stating you shouldn’t fly because it could pose a risk to others based on your health and public health advice from Centers for Disease Control and Prevention (CDC) or World Health Organization (WHO). Government restrictions Provide a government order or document showing any travel restrictions if government rules prevent you from traveling to, from or within the U.S. This also applies if you need to quarantine for more than half of your trip (excluding travel days). Public health emergency During a public health emergency, you need a doctor's certificate stating that you shouldn’t travel based on your condition and public health advice (from CDC or WHO). How to request a refund Download the Certification by Healthcare Provider of Serious Communicable Disease PDF Have your doctor complete and sign the form Submit your completed form to American when you request a refund Download Certification by Healthcare Provider of Serious Communicable Disease (PDF) Opens a PDF document in a new window Request a refund Opens another",True
What is the policy for sick passengers?,ambiguous,rag,2,0.0,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_force_majeure', 'aa_flight_delays']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",False
What is the policy for sick passengers?,ambiguous,rag,2,0.7,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_force_majeure', 'aa_flight_delays']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",False
What is the policy for sick passengers?,ambiguous,rag,5,0.0,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_force_majeure', 'aa_flight_delays', 'aa_force_majeure', 'aa_flight_delays', 'aa_non_refundable']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",False
What is the policy for sick passengers?,ambiguous,rag,5,0.7,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_force_majeure', 'aa_flight_delays', 'aa_force_majeure', 'aa_flight_delays', 'aa_non_refundable']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",False
What is the policy for sick passengers?,ambiguous,llm_only,NA,0.0,NO_REFUND,"The policy for sick passengers typically involves providing them with medical care upon arrival at their destination airport. Airlines usually do not offer refunds to sick passengers unless there's an emergency situation that requires immediate medical attention. In such cases, airlines may provide assistance but cannot guarantee a refund due to the nature of health-related issues.",NA,"NO_REFUND

The policy for sick passengers typically involves providing them with medical care upon arrival at their destination airport. Airlines usually do not offer refunds to sick passengers unless there's an emergency situation that requires immediate medical attention. In such cases, airlines may provide assistance but cannot guarantee a refund due to the nature of health-related issues.",NA
What is the policy for sick passengers?,ambiguous,llm_only,NA,0.7,NO_REFUND,"The policy for sick passengers typically varies depending on the airline's specific rules. Generally, airlines may offer refunds or credits for medical expenses related to being unable to travel due to illness, but this can depend on factors such as the length of absence from work, health insurance coverage, and the airline's policies regarding passenger cancellations and rebooking. Without more specific information about the particular airline involved, it is difficult to provide a definitive answer. Therefore, based on standard general knowledge, the most appropriate response is that no refund will be provided under normal circumstances.",NA,"NO_REFUND

The policy for sick passengers typically varies depending on the airline's specific rules. Generally, airlines may offer refunds or credits for medical expenses related to being unable to travel due to illness, but this can depend on factors such as the length of absence from work, health insurance coverage, and the airline's policies regarding passenger cancellations and rebooking. Without more specific information about the particular airline involved, it is difficult to provide a definitive answer. Therefore, based on standard general knowledge, the most appropriate response is that no refund will be provided under normal circumstances.",NA
Can I cancel my Basic Economy flight?,ambiguous,retrieval_only,NA,NA,NO_REFUND,"Based on the retrieved policy text, this type of ticket/situation is not eligible for a refund. See: ['aa_non_refundable', 'aa_refund_eligibility', 'aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_refund_eligibility']","['aa_non_refundable', 'aa_refund_eligibility', 'aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_refund_eligibility']","[aa_non_refundable] to the original form of payment On domestic (U.S.) itineraries, the only refundable tax is the Security Service Fee ($5.60 one way/ $11.20) round trip Request a refund Refund requests must be submitted while your ticket is valid – 1 year from the ticket issue date. We will not process refunds on expired tickets. Request a refund Opens another site in a new window that may not meet accessibility guidelines. Can I get a refund for my Basic Economy fare ticket? This content can be expanded Within 24 hours: You have 24 hours from the time you first buy your ticket to cancel for a refund if you booked at least 2 days before departure. After 24 hours, refunds to your original form of payment are not allowed. After 24 hours: If you're an AAdvantage ® member and cancel your flight, you may be able to receive a Trip Credit, minus a Basic Economy cancellation fee. To qualify, your AAdvantage ® number must be included in your reservation before canceling and your trip must be: Booked in the U.S. directly through American On an American Airlines marketed and operated flight starting in the 50 U.S. states Canceled on aa.com or
[aa_refund_eligibility] to the original form of payment On domestic (U.S.) itineraries, the only refundable tax is the Security Service Fee ($5.60 one way/ $11.20) round trip Request a refund Refund requests must be submitted while your ticket is valid – 1 year from the ticket issue date. We will not process refunds on expired tickets. Request a refund Opens another site in a new window that may not meet accessibility guidelines. Can I get a refund for my Basic Economy fare ticket? This content can be expanded Within 24 hours: You have 24 hours from the time you first buy your ticket to cancel for a refund if you booked at least 2 days before departure. After 24 hours, refunds to your original form of payment are not allowed. After 24 hours: If you're an AAdvantage ® member and cancel your flight, you may be able to receive a Trip Credit, minus a Basic Economy cancellation fee. To qualify, your AAdvantage ® number must be included in your reservation before canceling and your trip must be: Booked in the U.S. directly through American On an American Airlines marketed and operated flight starting in the 50 U.S. states Canceled on aa.com or
[aa_24_hour_refund_rule] Reservations and tickets FAQs − Customer service − American Airlines Enable JavaScript Please enable JavaScript to fully experience this site. How to enable JavaScript Home FAQs Reservations and tickets – FAQs Reservations and tickets – FAQs Book and manage your trip How do I change or cancel my trip? This content can be expanded You have 24 hours from the time you first buy your ticket to make changes or cancel for a refund if you booked at least 2 days before departure. After 24 hours, refunds are not allowed for non-refundable fares. You can change or cancel your trip online in just a few steps. Change your trip Find your trip using your confirmation code or log in to your AAdvantage ® account. Click 'Change trip' in the menu. Choose a new flight that works for you. You can change your departure or arrival airport, your departure or arrival date, or both. Review and confirm your changes. Check your email for a confirmation of your new flight. Find your trip Log in to your account Important information Basic Economy tickets cannot be changed after 24 hours.* Travel must be completed within 1 year of the original ticket date. A
[aa_cancellation_policy] Reservations and tickets FAQs − Customer service − American Airlines Enable JavaScript Please enable JavaScript to fully experience this site. How to enable JavaScript Home FAQs Reservations and tickets – FAQs Reservations and tickets – FAQs Book and manage your trip How do I change or cancel my trip? This content can be expanded You have 24 hours from the time you first buy your ticket to make changes or cancel for a refund if you booked at least 2 days before departure. After 24 hours, refunds are not allowed for non-refundable fares. You can change or cancel your trip online in just a few steps. Change your trip Find your trip using your confirmation code or log in to your AAdvantage ® account. Click 'Change trip' in the menu. Choose a new flight that works for you. You can change your departure or arrival airport, your departure or arrival date, or both. Review and confirm your changes. Check your email for a confirmation of your new flight. Find your trip Log in to your account Important information Basic Economy tickets cannot be changed after 24 hours.* Travel must be completed within 1 year of the original ticket date. A
[aa_refund_eligibility] minus a Basic Economy cancellation fee. To qualify, your AAdvantage ® number must be included in your reservation before canceling and your trip must be: Booked in the U.S. directly through American On an American Airlines marketed and operated flight starting in the 50 U.S. states Canceled on aa.com or in the American app before your first flight departs If you cancel a trip that has already begun, the ticket loses any remaining value and cannot be used for future travel. Ticketing and other fees U.S. Department of Transportation (DOT) rules allow you to get a refund if your flight is significantly disrupted and you decline our rebooking offers, even if you bought a non-refundable ticket. Significant flight changes and cancellations I have a non-refundable ticket; can I use it for future travel? This content can be expanded Yes, you can apply the unused value of your ticket towards future travel on American, depending on the fare rules. If you cancel your trip on aa.com before departure, we will cancel your ticket and issue a Trip Credit. Your Trip Credit will be valid until the date listed on the credit. If you cancel your trip through any other channel, we",True
Can I cancel my Basic Economy flight?,ambiguous,rag,2,0.0,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_non_refundable', 'aa_refund_eligibility']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",True
Can I cancel my Basic Economy flight?,ambiguous,rag,2,0.7,REFUND,"The ticket is eligible for a full refund because it was canceled within
24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]","['aa_non_refundable', 'aa_refund_eligibility']","REFUND
The ticket is eligible for a full refund because it was canceled within
24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",True
Can I cancel my Basic Economy flight?,ambiguous,rag,5,0.0,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_non_refundable', 'aa_refund_eligibility', 'aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_refund_eligibility']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",True
Can I cancel my Basic Economy flight?,ambiguous,rag,5,0.7,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_non_refundable', 'aa_refund_eligibility', 'aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_refund_eligibility']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",True
Can I cancel my Basic Economy flight?,ambiguous,llm_only,NA,0.0,ABSTAIN,"The model did not produce a valid label, so I must abstain.",NA,"[CANCEL]
Basic Economy flights typically do not allow for cancellations once checked in. The policy usually states that passengers must pay a penalty fee to cancel their reservation before check-in.",NA
Can I cancel my Basic Economy flight?,ambiguous,llm_only,NA,0.7,NO_REFUND,"Basic Economy flights typically do not allow for cancellations or changes after purchase due to their lower fare structure and frequent use of layovers. Therefore, there would be no refund available under normal circumstances.",NA,"NO_REFUND
Basic Economy flights typically do not allow for cancellations or changes after purchase due to their lower fare structure and frequent use of layovers. Therefore, there would be no refund available under normal circumstances.",NA
"I missed my connection, help me.",ambiguous,retrieval_only,NA,NA,ABSTAIN,"The retrieved corpus text does not clearly answer this question, so I must abstain.","['aa_no_show_policy', 'aa_no_show_policy', 'aa_faq_summary', 'aa_24_hour_refund_rule', 'aa_cancellation_policy']","[aa_no_show_policy] I view my notifications? This content can be expanded If you’re logged in to your AAdvantage account, your notification preferences will be displayed in the ""BeNotified"" tab in ""Your Account"". What if I can’t find my confirmation code? This content can be expanded If you don’t have the code provided when you created the notification, you won’t be able to view, change or delete the notification. What if I didn’t get my notification? This content can be expanded If you have your confirmation code and didn't receive your notification, contact technical support. Contact aa.com technical support How close to my flight departure can I create a flight notification? This content can be expanded You will be able to create a flight status notification up until the flight’s scheduled departure time. Can I set someone else to receive my notifications? This content can be expanded We support different countries for phone and text notifications. BeNotified allows one additional contact from certain countries that supports the phone or text notifications: Phone – U.S., Canada, Puerto Rico, US Virgin Islands Text – U.S., Puerto Rico, Spain, United Kingdom, US Virgin Islands How do I stop my flight notifications? This content can be expanded
[aa_no_show_policy] and text notifications. BeNotified allows one additional contact from certain countries that supports the phone or text notifications: Phone – U.S., Canada, Puerto Rico, US Virgin Islands Text – U.S., Puerto Rico, Spain, United Kingdom, US Virgin Islands How do I stop my flight notifications? This content can be expanded For text messages, once you have subscribed for notifications you may cancel by texting 'STOP' to: FLYAA (35922) from the U.S. 447950080989 from Spain 447950080989 from the United Kingdom Security and collecting information Getting through security Security checkpoints Get through security if you’re not flying TSA PreCheck TSA PreCheck TSA Secure Flight Secure flight Privacy policy Privacy policy Flight status Where can I get flight information? This content can be expanded Look up gates & times You may also like... See all FAQs Customer service FAQs Back to top Your Opt Out Preference Signal is Honored Privacy and cookies We use cookies on our website. Your interactions and personal data may be collected on our websites by us and our partners in accordance with our privacy policy. Privacy policy. Allow All Strictly Necessary These cookies and similar technologies are essential to our site operation and services and cannot be rejected.
[aa_faq_summary] your cruise arrives back in port Need more help? Contact us. Contact American Contact aa.com technical support Back to top Your Opt Out Preference Signal is Honored Privacy and cookies We use cookies on our website. Your interactions and personal data may be collected on our websites by us and our partners in accordance with our privacy policy. Privacy policy. Allow All Strictly Necessary These cookies and similar technologies are essential to our site operation and services and cannot be rejected. For example, these cookies and similar technologies: Help your browser remember when you're logged in to your account Save the cookie preference you selected Enable you to navigate our site and use its features View Cookies‎ Performance We use performance cookies and similar technologies to: Analyze site usage. Keep track of the most popular pages on our site. Measure the most effective method of page links. Identify and fix performance issues. View Cookies‎ Functional We use functional cookies and similar technologies to do things like: Remember site preferences (such as your language or region). Recognize the platform you use to access the site. Provide enhanced features. View Cookies‎ Advertising We use advertising cookies and similar technologies to collect browsing
[aa_24_hour_refund_rule] Where can I find my ticket number? This content can be expanded To find your ticket number, check the email we sent you when you booked your trip, your cancellation email, or your credit card statement. Your ticket number is a unique 13-digit number that identifies your reservation. The first 3 digits of your ticket number are the airline code, which is always ‘001’ for American Airlines. Example ticket number: 001234567890 What is my confirmation code and where can I find it? This content can be expanded When you book a trip on American, you’ll receive a unique 6-digit confirmation code made up of letters. It's also known as a record locator. Example confirmation code: JCQNHD You can find your confirmation code on your confirmation email or boarding pass. If you’re an AAdvantage® member, log in to your account and click 'Your trips' from the menu. Log in to your account Use your confirmation code to: Manage your trip Check in for your flight Get your boarding pass and check bags Make changes to your flight How close to departure can I book a flight on aa.com? This content can be expanded You can book a flight up to 2
[aa_cancellation_policy] Where can I find my ticket number? This content can be expanded To find your ticket number, check the email we sent you when you booked your trip, your cancellation email, or your credit card statement. Your ticket number is a unique 13-digit number that identifies your reservation. The first 3 digits of your ticket number are the airline code, which is always ‘001’ for American Airlines. Example ticket number: 001234567890 What is my confirmation code and where can I find it? This content can be expanded When you book a trip on American, you’ll receive a unique 6-digit confirmation code made up of letters. It's also known as a record locator. Example confirmation code: JCQNHD You can find your confirmation code on your confirmation email or boarding pass. If you’re an AAdvantage® member, log in to your account and click 'Your trips' from the menu. Log in to your account Use your confirmation code to: Manage your trip Check in for your flight Get your boarding pass and check bags Make changes to your flight How close to departure can I book a flight on aa.com? This content can be expanded You can book a flight up to 2",True
"I missed my connection, help me.",ambiguous,rag,2,0.0,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_no_show_policy', 'aa_no_show_policy']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",False
"I missed my connection, help me.",ambiguous,rag,2,0.7,ABSTAIN,"The user's question is incomplete and lacks crucial details such as the ticket type, date of purchase, and specific circumstances regarding the cancellation. Without this information, it's impossible to determine whether the situation falls under the eligibility criteria for a refund or whether the ticket is non-refundable. Therefore, I must abstain from providing a clear recommendation based solely on the given evidence.","['aa_no_show_policy', 'aa_no_show_policy']","ABSTAIN

The user's question is incomplete and lacks crucial details such as the ticket type, date of purchase, and specific circumstances regarding the cancellation. Without this information, it's impossible to determine whether the situation falls under the eligibility criteria for a refund or whether the ticket is non-refundable. Therefore, I must abstain from providing a clear recommendation based solely on the given evidence.",False
"I missed my connection, help me.",ambiguous,rag,5,0.0,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_no_show_policy', 'aa_no_show_policy', 'aa_faq_summary', 'aa_24_hour_refund_rule', 'aa_cancellation_policy']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",False
"I missed my connection, help me.",ambiguous,rag,5,0.7,ABSTAIN,"The user's question is vague and lacks specific details about their situation, such as the type of ticket they had, when they were booked, whether it was due to a canceled flight, and how close they were to their destination before booking the new flight. Without this information, it's impossible to determine the appropriate course of action based solely on the available evidence. Therefore, I must abstain from providing a definitive answer.","['aa_no_show_policy', 'aa_no_show_policy', 'aa_faq_summary', 'aa_24_hour_refund_rule', 'aa_cancellation_policy']","ABSTAIN
The user's question is vague and lacks specific details about their situation, such as the type of ticket they had, when they were booked, whether it was due to a canceled flight, and how close they were to their destination before booking the new flight. Without this information, it's impossible to determine the appropriate course of action based solely on the available evidence. Therefore, I must abstain from providing a definitive answer.",False
"I missed my connection, help me.",ambiguous,llm_only,NA,0.0,NO_REFUND,"The question does not provide sufficient information to determine whether a refund or credit should be issued. It only states that the user missed their connection without specifying the circumstances or the nature of the issue. Therefore, it cannot be determined whether a refund or no refund would be appropriate.",NA,"NO_REFUND
The question does not provide sufficient information to determine whether a refund or credit should be issued. It only states that the user missed their connection without specifying the circumstances or the nature of the issue. Therefore, it cannot be determined whether a refund or no refund would be appropriate.",NA
"I missed my connection, help me.",ambiguous,llm_only,NA,0.7,NO_REFUND,The question does not provide sufficient information to determine whether a refund or credit should be issued for missing a connecting flight.,NA,"[NO_REFUND]
The question does not provide sufficient information to determine whether a refund or credit should be issued for missing a connecting flight.",NA
Is there a fee for this?,ambiguous,retrieval_only,NA,NA,NO_REFUND,"Based on the retrieved policy text, this type of ticket/situation is not eligible for a refund. See: ['aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_refund_eligibility']","['aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_refund_eligibility']","[aa_24_hour_refund_rule] in the U.S. or the United Kingdom. PayPal charges a cross border fee to residents of other countries. Learn more about paying with PayPal Can I use PayPal with other forms of payment? This content can be expanded In the U.S., PayPal can be combined with an American Airlines gift card or eVoucher. How can I get a refund on a ticket bought with PayPal? This content can be expanded You can get a refund for tickets bought with PayPal from our refunds site. Request a refund Opens another site in a new window that may not meet accessibility guidelines Flight discount Check your American Airlines flight discount balance Opens another site in a new window that may not meet accessibility guidelines AAdvantage ® flight discount terms & conditions How do I use my American Airlines flight discount? This content can be expanded Visit aa.com to book travel on flights that originate in the U.S. (including Puerto Rico and the U.S. Virgin Islands) that are operated by American or American Eagle or any one world ® partner. You can also use your flight discount to travel on codeshares (flights with an American flight number that are operated by another airline).
[aa_cancellation_policy] in the U.S. or the United Kingdom. PayPal charges a cross border fee to residents of other countries. Learn more about paying with PayPal Can I use PayPal with other forms of payment? This content can be expanded In the U.S., PayPal can be combined with an American Airlines gift card or eVoucher. How can I get a refund on a ticket bought with PayPal? This content can be expanded You can get a refund for tickets bought with PayPal from our refunds site. Request a refund Opens another site in a new window that may not meet accessibility guidelines Flight discount Check your American Airlines flight discount balance Opens another site in a new window that may not meet accessibility guidelines AAdvantage ® flight discount terms & conditions How do I use my American Airlines flight discount? This content can be expanded Visit aa.com to book travel on flights that originate in the U.S. (including Puerto Rico and the U.S. Virgin Islands) that are operated by American or American Eagle or any one world ® partner. You can also use your flight discount to travel on codeshares (flights with an American flight number that are operated by another airline).
[aa_24_hour_refund_rule] that originate in the U.S. (including Puerto Rico and the U.S. Virgin Islands) that are operated by American or American Eagle or any one world ® partner. You can also use your flight discount to travel on codeshares (flights with an American flight number that are operated by another airline). Fares Do you offer emergency or bereavement discounts? This content can be expanded We're sorry, we don't offer emergency or bereavement fares. Do you offer government or military fares? This content can be expanded We do offer government or military fares in some markets. Contact Reservations for more information What is an unrestricted fare? This content can be expanded Wholly unrestricted fares are fully refundable and do not have advance purchase requirements. If you purchase a ticket that is an unrestricted fare, you can make changes to your flight with no change fee (based on seat availability). However, an additional collection of fare may apply. How do I guarantee my fare on aa.com? This content can be expanded Reservations placed on hold on aa.com will be guaranteed for 24 hours or until midnight the following day, whichever gives you more time. In the event that your reservation is canceled during
[aa_cancellation_policy] that originate in the U.S. (including Puerto Rico and the U.S. Virgin Islands) that are operated by American or American Eagle or any one world ® partner. You can also use your flight discount to travel on codeshares (flights with an American flight number that are operated by another airline). Fares Do you offer emergency or bereavement discounts? This content can be expanded We're sorry, we don't offer emergency or bereavement fares. Do you offer government or military fares? This content can be expanded We do offer government or military fares in some markets. Contact Reservations for more information What is an unrestricted fare? This content can be expanded Wholly unrestricted fares are fully refundable and do not have advance purchase requirements. If you purchase a ticket that is an unrestricted fare, you can make changes to your flight with no change fee (based on seat availability). However, an additional collection of fare may apply. How do I guarantee my fare on aa.com? This content can be expanded Reservations placed on hold on aa.com will be guaranteed for 24 hours or until midnight the following day, whichever gives you more time. In the event that your reservation is canceled during
[aa_refund_eligibility] pay for a total of 12 bags. Can military passengers receive free bags? This content can be expanded Yes, when they travel on a military fare, but do not have the option to pay for bags online. If you’re not traveling on a military fare show your military ID at the check-in counter to receive free bags. What if my flight is canceled? This content can be expanded The standard bag refund policy would apply. Can I pay pet fees online? This content can be expanded You must pay carry-on pet fees at the airport. If I pay for more bags than I end up taking, can I get a refund? This content can be expanded No. If you pay for your bags online the bag fees are non-refundable. Can I make changes to my flight? This content can be expanded If you change your flight: In most cases, your bags will carry over to your new flight. If your bags aren’t carried over to the new flight, we’ll refund the fees as Trip Credit, which can be used toward a future flight. You’ll need to pay for checked bags on your new flight. If you cancel your flight or",True
Is there a fee for this?,ambiguous,rag,2,0.0,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_24_hour_refund_rule', 'aa_cancellation_policy']","REFUND

The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",False
Is there a fee for this?,ambiguous,rag,2,0.7,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_24_hour_refund_rule', 'aa_cancellation_policy']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",False
Is there a fee for this?,ambiguous,rag,5,0.0,REFUND,The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility],"['aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_24_hour_refund_rule', 'aa_cancellation_policy', 'aa_refund_eligibility']","REFUND
The ticket is eligible for a full refund because it was canceled within 24 hours of purchase and meets the conditions described here. [aa_refund_eligibility]",True
